0.5787    0.5787    0.5787
0.5745    0.5745    0.5745
0.5702    0.5702    0.5702
0.5660    0.5660    0.5660
0.5617    0.5617    0.5617
0.5574    0.5574    0.5574
0.5532    0.5532    0.5532
0.5489    0.5489    0.5489
0.5447    0.5447    0.5447
0.5404    0.5404    0.5404
0.5362    0.5362    0.5362
0.5319    0.5319    0.5319
0.5277    0.5277    0.5277
0.5234    0.5234    0.5234
0.5191    0.5191    0.5191
0.5149    0.5149    0.5149
0.5106    0.5106    0.5106
0.5064    0.5064    0.5064
0.5021    0.5021    0.5021
0.4979    0.4979    0.4979
0.4936    0.4936    0.4936
0.4894    0.4894    0.4894
0.4851    0.4851    0.4851
0.4809    0.4809    0.4809
0.4766    0.4766    0.4766
0.4723    0.4723    0.4723
0.4681    0.4681    0.4681
0.4638    0.4638    0.4638
0.4596    0.4596    0.4596
0.4553    0.4553    0.4553
0.4511    0.4511    0.4511
0.4468    0.4468    0.4468
0.4426    0.4426    0.4426
0.4383    0.4383    0.4383
0.4340    0.4340    0.4340
0.4298    0.4298    0.4298
0.4255    0.4255    0.4255
0.4213    0.4213    0.4213
0.4170    0.4170    0.4170
0.4128    0.4128    0.4128
0.4085    0.4085    0.4085
0.4043    0.4043    0.4043
0.4000    0.4000    0.4000
0.3957    0.3957    0.3957
0.3915    0.3915    0.3915
0.3872    0.3872    0.3872
0.3830    0.3830    0.3830
0.3787    0.3787    0.3787
0.3745    0.3745    0.3745
0.3702    0.3702    0.3702
0.3660    0.3660    0.3660
0.3617    0.3617    0.3617
0.3574    0.3574    0.3574
0.3532    0.3532    0.3532
0.3489    0.3489    0.3489
0.3447    0.3447    0.3447
0.3404    0.3404    0.3404
0.3362    0.3362    0.3362
0.3319    0.3319    0.3319
0.3277    0.3277    0.3277
0.3234    0.3234    0.3234
0.3191    0.3191    0.3191
0.3149    0.3149    0.3149
0.3106    0.3106    0.3106
0.3064    0.3064    0.3064
0.3021    0.3021    0.3021
0.2979    0.2979    0.2979
0.2936    0.2936    0.2936
0.2894    0.2894    0.2894
0.2851    0.2851    0.2851
0.2809    0.2809    0.2809
0.2766    0.2766    0.2766
0.2723    0.2723    0.2723
0.2681    0.2681    0.2681
0.2638    0.2638    0.2638
0.2596    0.2596    0.2596
0.2553    0.2553    0.2553
0.2511    0.2511    0.2511
0.2468    0.2468    0.2468
0.2426    0.2426    0.2426
0.2383    0.2383    0.2383
0.2340    0.2340    0.2340
0.2298    0.2298    0.2298
0.2255    0.2255    0.2255
0.2213    0.2213    0.2213
0.2170    0.2170    0.2170
0.2128    0.2128    0.2128
0.2085    0.2085    0.2085
0.2043    0.2043    0.2043
0.2000    0.2000    0.2000
0.1957    0.1957    0.1957
0.1915    0.1915    0.1915
0.1872    0.1872    0.1872
0.1830    0.1830    0.1830
0.1787    0.1787    0.1787
0.1745    0.1745    0.1745
0.1702    0.1702    0.1702
0.1660    0.1660    0.1660
0.1617    0.1617    0.1617
0.1574    0.1574    0.1574
0.1532    0.1532    0.1532
0.1489    0.1489    0.1489
0.1447    0.1447    0.1447
0.1404    0.1404    0.1404
0.1362    0.1362    0.1362
0.1319    0.1319    0.1319
0.1277    0.1277    0.1277
0.1234    0.1234    0.1234
0.1191    0.1191    0.1191
0.1149    0.1149    0.1149
0.1106    0.1106    0.1106
0.1064    0.1064    0.1064
0.1021    0.1021    0.1021
0.0979    0.0979    0.0979
0.0936    0.0936    0.0936
0.0894    0.0894    0.0894
0.0851    0.0851    0.0851
0.0809    0.0809    0.0809
0.0766    0.0766    0.0766
0.0723    0.0723    0.0723
0.0681    0.0681    0.0681
0.0638    0.0638    0.0638
0.0596    0.0596    0.0596
0.0553    0.0553    0.0553
0.0511    0.0511    0.0511
0.0468    0.0468    0.0468
0.0426    0.0426    0.0426
0.0383    0.0383    0.0383
0.0340    0.0340    0.0340
0.0298    0.0298    0.0298
0.0255    0.0255    0.0255
0.0213    0.0213    0.0213
0.0170    0.0170    0.0170
0.0128    0.0128    0.0128
0.0085    0.0085    0.0085
0.0043    0.0043    0.0043
0.0000    0.0000    0.0000
